prev_ictv_id	next_ictv_id	is_merged	is_split	dist	rev_count
20165468	20165468	0	0	0	0
20165469	20165469	0	0	0	0
20165470	20165470	0	0	0	0
20165471	20165471	0	0	0	0
20165472	20165472	0	0	0	0
20165473	20165473	0	0	0	0
20165474	20165474	0	0	0	0
20165475	20165475	0	0	0	0
20165476	20165476	0	0	0	0
20165477	20165477	0	0	0	0
20165478	20165478	0	0	0	0
20165479	20165479	0	0	0	0
20165480	20165480	0	0	0	0
20165481	20165481	0	0	0	0
20165482	20165482	0	0	0	0
20165483	20165483	0	0	0	0
20165484	20165484	0	0	0	0
20165485	20165485	0	0	0	0
20165486	20165486	0	0	0	0
20165487	20165487	0	0	0	0
20165488	20165488	0	0	0	0
20165489	20165489	0	0	0	0
20165490	20165490	0	0	0	0
20165491	20165491	0	0	0	0
20165492	20165492	0	0	0	0
20165493	20165493	0	0	0	0
20165494	20165494	0	0	0	0
20165495	20165495	0	0	0	0
20165496	20165496	0	0	0	0
20165497	20165497	0	0	0	0
20165498	20165498	0	0	0	0
20165499	20165499	0	0	0	0
20165500	20165500	0	0	0	0
20165501	20165501	0	0	0	0
20165502	20165502	0	0	0	0
20165503	20165503	0	0	0	0
20165504	20165504	0	0	0	0
20165505	20165505	0	0	0	0
20165506	20165506	0	0	0	0
20165507	20165507	0	0	0	0
20165508	20165508	0	0	0	0
20165509	20165509	0	0	0	0
20165510	20165510	0	0	0	0
20175072	20175072	0	0	0	0
20175073	20175073	0	0	0	0
20175462	20175462	0	0	0	0
20175463	20175463	0	0	0	0
20175464	20175464	0	0	0	0
20175465	20175465	0	0	0	0
20175466	20175466	0	0	0	0
20175467	20175467	0	0	0	0
20175468	20175468	0	0	0	0
20175469	20175469	0	0	0	0
20175470	20175470	0	0	0	0
20175471	20175471	0	0	0	0
20175472	20175472	0	0	0	0
20175473	20125861	1	0	1	1
20175473	20175473	0	0	0	0
20175474	20175474	0	0	0	0
20175475	20175475	0	0	0	0
20175476	20175476	0	0	0	0
20175477	20175477	0	0	0	0
20175478	20175478	0	0	0	0
20175479	20175479	0	0	0	0
20175480	20175480	0	0	0	0
20175481	20175481	0	0	0	0
20175482	20175482	0	0	0	0
20175483	20175483	0	0	0	0
20175484	20175484	0	0	0	0
20175485	20175485	0	0	0	0
20175486	20175486	0	0	0	0
20175487	20175487	0	0	0	0
20175488	20175488	0	0	0	0
20175489	20175489	0	0	0	0
20175490	20175490	0	0	0	0
20175491	20175491	0	0	0	0
20175492	20175492	0	0	0	0
20175493	20175493	0	0	0	0
20175494	20175494	0	0	0	0
20175495	20175495	0	0	0	0
20175496	20175496	0	0	0	0
20175497	20175497	0	0	0	0
20175498	20175498	0	0	0	0
20175499	20175499	0	0	0	0
20175500	20175500	0	0	0	0
20175501	20175501	0	0	0	0
20175502	20175502	0	0	0	0
20175503	20175503	0	0	0	0
20175504	20175504	0	0	0	0
20175505	20175505	0	0	0	0
20175506	20175506	0	0	0	0
20175507	20175507	0	0	0	0
20175508	20175508	0	0	0	0
20175509	20175509	0	0	0	0
20175510	20175510	0	0	0	0
20175511	20175511	0	0	0	0
20175512	20175512	0	0	0	0
20175513	20175513	0	0	0	0
20175514	20175514	0	0	0	0
20175515	20175515	0	0	0	0
20175516	20175516	0	0	0	0
20175517	20175517	0	0	0	0
20175518	20175518	0	0	0	0
20175519	20175519	0	0	0	0
20175520	20175520	0	0	0	0
20175521	20175521	0	0	0	0
20175522	20175522	0	0	0	0
20175523	20175523	0	0	0	0
20175524	20175524	0	0	0	0
20175525	20175525	0	0	0	0
20175526	20175526	0	0	0	0
20175527	20175527	0	0	0	0
20175528	20175528	0	0	0	0
20175529	20175529	0	0	0	0
20175530	20175530	0	0	0	0
20175531	20175531	0	0	0	0
20175532	20175532	0	0	0	0
20175533	20175533	0	0	0	0
20175534	20175534	0	0	0	0
20175535	20175535	0	0	0	0
20175536	20175536	0	0	0	0
20175537	20175537	0	0	0	0
20175538	20175538	0	0	0	0
20175539	20175539	0	0	0	0
20175540	20175540	0	0	0	0
20175541	20175541	0	0	0	0
20175542	20175542	0	0	0	0
20175543	20175543	0	0	0	0
20175544	20175544	0	0	0	0
20175545	20175545	0	0	0	0
20175546	20175546	0	0	0	0
20175547	20175547	0	0	0	0
20175548	20175548	0	0	0	0
20175549	20175549	0	0	0	0
20175550	20175550	0	0	0	0
20175551	20175551	0	0	0	0
20175552	20175552	0	0	0	0
20175553	20175553	0	0	0	0
20175554	20175554	0	0	0	0
20175555	20175555	0	0	0	0
20175556	20175556	0	0	0	0
20175557	20175557	0	0	0	0
20175558	20175558	0	0	0	0
20175559	20175559	0	0	0	0
20175560	20175560	0	0	0	0
20175561	20175561	0	0	0	0
20175562	20175562	0	0	0	0
20175563	20175563	0	0	0	0
20175564	20175564	0	0	0	0
20175565	20175565	0	0	0	0
20175566	20175566	0	0	0	0
20175567	20175567	0	0	0	0
20175568	20175568	0	0	0	0
20175569	20175569	0	0	0	0
20175570	20175570	0	0	0	0
20175571	20175571	0	0	0	0
20175572	20175572	0	0	0	0
20175573	20175573	0	0	0	0
20175574	20175574	0	0	0	0
20175575	20175575	0	0	0	0
20175576	20175576	0	0	0	0
20175577	20175577	0	0	0	0
20175578	20175578	0	0	0	0
20175579	20175579	0	0	0	0
20175580	20175580	0	0	0	0
20175581	20175581	0	0	0	0
20175582	20175582	0	0	0	0
